file,title,date,category,url
issue158.md,Issue 158: GPS,"Feb. 5, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-158-gps/
issue159.md,Issue 159: Wifi & cell tower location tracking,"Feb. 12, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-159-wifi-cell-tower-location/
issue160.md,Issue 160: CDNs and content distribution,"Feb. 19, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-160-cdns-and-content-distribution/
issue161.md,Issue 161: Security and XSS,"Feb. 26, 2022, 8:59 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-161-security-and-xss/
issue162.md,Issue 162: Fonts,"March 5, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-162-fonts/
issue163.md,Issue 163: System & software ecosystems,"March 12, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-163-system-software-ecosystems/
issue164.md,"Issue 164: Linux, the universal operating system","March 19, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-164-linux-the-universal-operating/
issue165.md,Issue 165: The myths of system slowdown,"March 26, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-165-the-myths-of-system-slowdown/
issue166.md,Issue 166: A cause of system slowdown: caches,"April 2, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-166-a-cause-of-system-slowdown/
issue167.md,Issue 167: Database fragmentation,"April 9, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-167-database-fragmentation/
issue168.md,Issue 168: Search engines,"April 16, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-168-search-engines/
issue169.md,Issue 169: Search engine optimisation,"April 23, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-169-search-engine-optimisation/
